voyage_id,origin_port,destination_port,carrier,vessel_type,vessel_age_yrs,vessel_capacity_teu,route_distance_nm,month,winter_flag,planned_speed_kn,actual_speed_kn,speed_deviation_kn,weather_severity,port_congestion_idx,fuel_efficiency_ratio,load_factor,mechanical_incident,warehouse_buffer_hrs,truck_slots_available,sla_deadline_hrs,shipping_cost_usd,delay_probability,delayed,delay_hours
V0300,Shanghai,Dubai,COSCO Shipping,Container,18,18000,6200,5,0,14.42,15.4,-0.99,0.383,0.502,0.7,0.698,0,48,14,48,3679.53,0.2488,0,0.0
V0301,Shanghai,Dubai,COSCO Shipping,Container,21,10000,6200,2,1,18.98,18.49,0.5,0.427,0.523,0.825,0.732,0,48,4,24,4622.44,0.4936,1,9.1
V0302,Mumbai,Jebel Ali,MSC,Container,4,2000,1100,8,0,20.89,19.14,1.75,0.124,0.232,1.012,0.959,0,72,12,48,4157.86,0.0893,0,0.0
V0303,Hong Kong,Los Angeles,ONE,Bulk Carrier,10,18000,7250,11,0,16.52,17.68,-1.15,0.12,0.63,0.756,0.787,0,72,12,24,5406.53,0.137,0,0.0
V0304,Singapore,Rotterdam,Maersk,Container,7,5000,8400,3,0,17.08,16.15,0.93,0.641,0.289,0.852,0.805,0,24,2,72,6010.04,0.3822,1,20.3
V0305,Port Klang,Felixstowe,Evergreen,Tanker,1,10000,8100,9,0,20.14,21.18,-1.05,0.614,0.769,0.996,0.629,0,72,6,48,4242.92,0.3444,0,0.0
V0306,Colombo,Hamburg,Hapag-Lloyd,Tanker,17,18000,7800,5,0,22.98,22.38,0.6,0.174,0.479,0.819,0.774,0,24,5,72,4498.53,0.229,0,0.0
V0307,Singapore,Rotterdam,Maersk,Container,2,10000,8400,1,1,22.1,22.52,-0.42,0.436,0.286,1.022,0.963,1,48,19,48,6287.38,0.3023,0,0.0
V0308,Chennai,Nhava Sheva,PIL,Container,11,2000,800,4,0,19.83,17.3,2.53,0.107,0.166,0.879,0.801,0,24,15,48,3961.67,0.3668,0,0.0
V0309,Hong Kong,Los Angeles,ONE,Container,9,10000,7250,9,0,21.3,19.42,1.88,0.31,0.172,1.011,0.665,0,48,10,72,3766.73,0.2036,0,0.0
V0310,Chennai,Nhava Sheva,PIL,Bulk Carrier,7,24000,800,1,1,17.65,18.2,-0.55,0.283,0.367,0.904,0.564,0,48,7,96,2942.5,0.0803,0,0.0
V0311,Busan,Long Beach,HMM,Container,17,18000,5500,8,0,20.41,19.59,0.82,0.184,0.397,0.751,0.701,0,48,19,96,3378.27,0.2945,0,0.0
V0312,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,17,18000,7800,8,0,18.66,17.02,1.64,0.807,0.681,0.745,0.808,0,48,8,48,4604.34,0.7668,1,2.8
V0313,Busan,Long Beach,HMM,Container,2,18000,5500,9,0,15.9,16.6,-0.7,0.085,0.567,1.039,0.569,0,48,15,72,3123.0,0.1274,0,0.0
V0314,Mumbai,Jebel Ali,MSC,Bulk Carrier,6,5000,1100,9,0,21.02,21.31,-0.29,0.373,0.55,0.942,0.824,0,24,4,48,4206.74,0.1261,0,0.0
V0315,Chennai,Nhava Sheva,PIL,Container,14,10000,800,6,0,19.56,19.71,-0.15,0.27,0.555,0.911,0.786,0,72,13,48,3228.88,0.1285,0,0.0
V0316,Mumbai,Jebel Ali,MSC,Container,6,18000,1100,5,0,17.59,16.73,0.86,0.107,0.156,0.989,0.903,0,48,5,72,4181.42,0.1062,0,0.0
V0317,Shanghai,Dubai,COSCO Shipping,Ro-Ro,2,5000,6200,12,1,23.11,22.72,0.39,0.446,0.654,0.818,0.563,0,48,11,48,3302.26,0.3641,1,13.5
V0318,Busan,Long Beach,HMM,Tanker,1,5000,5500,12,1,14.21,15.15,-0.94,0.313,0.612,0.899,0.901,0,72,16,48,5403.94,0.1989,0,0.0
V0319,Hong Kong,Los Angeles,ONE,Container,10,5000,7250,7,0,17.16,16.71,0.45,0.161,0.512,0.818,0.784,0,24,18,72,4793.26,0.2871,1,8.2
V0320,Chennai,Nhava Sheva,PIL,Tanker,21,10000,800,9,0,14.57,13.6,0.97,0.375,0.559,0.725,0.717,0,48,15,96,4497.12,0.4414,0,0.0
V0321,Port Klang,Felixstowe,Evergreen,Container,5,24000,8100,5,0,21.67,22.33,-0.67,0.33,0.116,0.916,0.984,0,48,1,48,5441.75,0.1457,0,0.0
V0322,Colombo,Hamburg,Hapag-Lloyd,Tanker,2,2000,7800,12,1,21.02,20.86,0.16,0.549,0.48,1.06,0.622,0,24,8,72,4487.89,0.3495,1,23.5
V0323,Singapore,Rotterdam,Maersk,Tanker,16,10000,8400,3,0,17.31,14.27,3.05,0.637,0.606,0.936,0.794,0,24,4,48,5417.23,0.6438,0,0.0
V0324,Hong Kong,Los Angeles,ONE,Container,2,5000,7250,9,0,20.76,19.71,1.05,0.352,0.48,0.957,0.694,0,72,9,48,4432.41,0.1636,0,0.0
V0325,Hong Kong,Los Angeles,ONE,Container,10,24000,7250,10,0,17.96,16.46,1.5,0.458,0.481,0.88,0.787,0,24,19,72,4877.67,0.2712,0,0.0
V0326,Mumbai,Jebel Ali,MSC,Container,2,5000,1100,1,1,21.56,21.2,0.37,0.543,0.143,0.924,0.799,0,48,7,96,4256.61,0.1726,0,0.0
V0327,Busan,Long Beach,HMM,Container,16,10000,5500,1,1,18.54,17.73,0.81,0.221,0.144,0.847,0.59,0,48,15,48,3141.63,0.2452,0,0.0
V0328,Chennai,Nhava Sheva,PIL,Bulk Carrier,16,18000,800,10,0,18.12,16.98,1.14,0.036,0.299,0.856,0.848,0,48,3,72,4813.8,0.2712,1,1.0
V0329,Chennai,Nhava Sheva,PIL,Container,19,18000,800,11,0,23.35,23.01,0.34,0.3,0.365,0.875,0.836,0,48,12,48,4311.02,0.2823,0,0.0
V0330,Shanghai,Dubai,COSCO Shipping,Container,7,10000,6200,12,1,16.51,15.36,1.15,0.357,0.55,0.994,0.896,0,72,2,72,4624.05,0.2596,0,0.0
V0331,Shanghai,Dubai,COSCO Shipping,Tanker,12,10000,6200,4,0,15.2,13.78,1.43,0.172,0.33,0.7,0.591,0,24,19,72,4293.57,0.2117,0,0.0
V0332,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,15,10000,7800,2,1,19.85,16.81,3.04,0.422,0.243,0.838,0.684,0,48,7,72,4300.51,0.3988,1,94.3
V0333,Mumbai,Jebel Ali,MSC,Container,8,5000,1100,7,0,23.69,23.28,0.42,0.271,0.339,1.031,0.843,0,48,11,96,4371.25,0.1599,0,0.0
V0334,Hong Kong,Los Angeles,ONE,Container,6,5000,7250,2,1,17.78,17.29,0.49,0.192,0.46,0.905,0.612,0,24,19,24,2672.39,0.4533,1,41.7
V0335,Chennai,Nhava Sheva,PIL,Container,10,10000,800,7,0,14.62,14.91,-0.29,0.482,0.275,0.991,0.855,0,72,8,48,4329.36,0.1826,1,5.0
V0336,Port Klang,Felixstowe,Evergreen,Container,3,5000,8100,8,0,17.39,17.56,-0.17,0.303,0.668,0.945,0.577,0,72,13,72,4489.37,0.1899,0,0.0
V0337,Mumbai,Jebel Ali,MSC,Ro-Ro,19,5000,1100,12,1,19.06,16.45,2.61,0.621,0.046,0.824,0.701,0,24,9,72,3321.84,0.5182,0,0.0
V0338,Colombo,Hamburg,Hapag-Lloyd,Container,17,18000,7800,11,0,15.62,15.12,0.49,0.543,0.543,0.739,0.931,0,48,2,72,4947.12,0.4554,1,9.1
V0339,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,7,24000,7800,8,0,20.58,20.61,-0.02,0.547,0.629,0.842,0.898,0,48,18,24,5656.12,0.2809,0,0.0
V0340,Mumbai,Jebel Ali,MSC,Container,21,18000,1100,3,0,23.98,23.06,0.92,0.139,0.194,0.848,0.84,0,48,15,72,3461.31,0.241,0,0.0
V0341,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,20,2000,7800,9,0,18.52,17.33,1.18,0.467,0.444,0.871,0.942,0,72,11,72,5945.07,0.3603,0,0.0
V0342,Mumbai,Jebel Ali,MSC,Bulk Carrier,4,2000,1100,10,0,17.55,16.34,1.21,0.458,0.357,0.962,0.869,0,48,15,24,4376.06,0.1976,0,0.0
V0343,Singapore,Rotterdam,Maersk,Tanker,14,24000,8400,10,0,18.01,16.26,1.74,0.342,0.52,0.762,0.784,0,48,18,48,4967.39,0.3076,0,0.0
V0344,Mumbai,Jebel Ali,MSC,Container,20,5000,1100,10,0,15.15,13.32,1.83,0.101,0.201,0.804,0.991,0,24,14,48,6268.69,0.2601,0,0.0
V0345,Busan,Long Beach,HMM,Container,15,2000,5500,6,0,22.83,20.19,2.64,0.497,0.727,0.951,0.863,0,48,19,72,5098.64,0.5631,0,0.0
V0346,Mumbai,Jebel Ali,MSC,Container,8,10000,1100,4,0,18.15,17.42,0.73,0.35,0.183,1.059,0.821,0,48,13,24,3565.89,0.2396,0,0.0
V0347,Colombo,Hamburg,Hapag-Lloyd,Ro-Ro,21,18000,7800,8,0,17.87,16.57,1.3,0.474,0.349,0.765,0.734,0,48,16,24,4663.38,0.3992,0,0.0
V0348,Chennai,Nhava Sheva,PIL,Tanker,15,18000,800,4,0,20.6,20.3,0.29,0.23,0.127,0.717,0.956,0,48,2,24,5247.95,0.0715,0,0.0
V0349,Busan,Long Beach,HMM,Bulk Carrier,20,5000,5500,4,0,18.42,18.33,0.09,0.463,0.159,0.867,0.683,0,12,2,24,3065.83,0.1535,0,0.0
V0350,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,14,2000,7800,11,0,20.48,17.92,2.56,0.183,0.464,0.838,0.554,0,24,17,72,3700.35,0.4242,0,0.0
V0351,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,9,24000,6200,8,0,14.61,12.86,1.76,0.153,0.65,0.985,0.639,0,48,18,96,3071.1,0.368,0,0.0
V0352,Shanghai,Dubai,COSCO Shipping,Container,8,5000,6200,4,0,22.14,20.51,1.63,0.126,0.697,0.942,0.599,0,48,10,48,3752.78,0.329,0,0.0
V0353,Chennai,Nhava Sheva,PIL,Ro-Ro,17,18000,800,1,1,23.41,21.53,1.88,0.15,0.349,0.759,0.694,0,48,12,48,4336.01,0.2506,0,0.0
V0354,Chennai,Nhava Sheva,PIL,Container,2,18000,800,6,0,20.49,19.86,0.62,0.226,0.287,0.985,0.922,0,48,3,48,4487.03,0.0921,0,0.0
V0355,Busan,Long Beach,HMM,Container,3,18000,5500,12,1,23.55,24.33,-0.78,0.795,0.257,1.075,0.843,0,24,6,48,4915.3,0.2382,0,0.0
V0356,Singapore,Rotterdam,Maersk,Container,8,10000,8400,8,0,15.51,14.18,1.34,0.601,0.625,0.908,0.626,0,24,5,48,4278.09,0.5224,0,0.0
V0357,Chennai,Nhava Sheva,PIL,Container,12,5000,800,3,0,18.77,18.02,0.75,0.369,0.43,0.797,0.905,0,24,8,48,4792.15,0.285,0,0.0
V0358,Shanghai,Dubai,COSCO Shipping,Container,1,10000,6200,2,1,20.02,17.97,2.04,0.142,0.474,0.863,0.777,0,48,18,72,4702.55,0.2711,0,0.0
V0359,Mumbai,Jebel Ali,MSC,Bulk Carrier,10,24000,1100,6,0,19.82,18.53,1.29,0.362,0.099,0.838,0.781,0,24,16,48,3031.43,0.1652,0,0.0
V0360,Colombo,Hamburg,Hapag-Lloyd,Container,20,24000,7800,1,1,18.01,16.63,1.38,0.302,0.429,0.767,0.713,0,48,14,72,4593.05,0.4339,1,37.9
V0361,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,3,5000,6200,11,0,17.38,19.08,-1.7,0.204,0.078,1.036,0.939,0,48,6,48,5122.14,0.0615,0,0.0
V0362,Shanghai,Dubai,COSCO Shipping,Container,6,5000,6200,5,0,15.27,14.25,1.02,0.505,0.665,0.85,0.693,0,72,11,24,3639.86,0.5187,0,0.0
V0363,Singapore,Rotterdam,Maersk,Container,7,24000,8400,6,0,17.92,14.96,2.96,0.707,0.318,1.054,0.592,0,72,6,96,4069.45,0.5752,0,0.0
V0364,Busan,Long Beach,HMM,Container,20,18000,5500,8,0,15.63,10.79,4.83,0.185,0.229,0.7,0.686,0,72,5,24,4160.73,0.6351,0,0.0
V0365,Busan,Long Beach,HMM,Container,18,24000,5500,7,0,21.34,20.59,0.75,0.345,0.751,1.007,0.872,0,48,15,48,4133.78,0.364,0,0.0
V0366,Hong Kong,Los Angeles,ONE,Bulk Carrier,11,5000,7250,6,0,16.09,16.09,-0.0,0.611,0.44,1.028,0.846,0,48,6,96,4899.88,0.4181,0,0.0
V0367,Singapore,Rotterdam,Maersk,Container,19,10000,8400,2,1,14.59,12.96,1.62,0.894,0.824,0.821,0.635,0,48,16,48,4851.93,0.8936,1,34.1
V0368,Mumbai,Jebel Ali,MSC,Bulk Carrier,5,18000,1100,12,1,19.52,19.21,0.32,0.333,0.371,0.818,0.6,0,72,18,24,2504.44,0.2243,0,0.0
V0369,Busan,Long Beach,HMM,Container,19,18000,5500,8,0,19.95,18.53,1.42,0.466,0.406,0.806,0.847,1,72,1,48,4980.54,0.6559,1,60.0
V0370,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,11,10000,7800,8,0,22.72,21.7,1.02,0.649,0.723,0.859,0.854,0,48,3,48,4605.1,0.5236,0,0.0
V0371,Chennai,Nhava Sheva,PIL,Ro-Ro,12,2000,800,11,0,19.77,19.65,0.12,0.284,0.177,0.778,0.715,0,48,3,72,4490.05,0.2055,0,0.0
V0372,Singapore,Rotterdam,Maersk,Bulk Carrier,10,10000,8400,5,0,17.45,14.58,2.87,0.205,0.186,0.923,0.929,0,48,7,72,6003.31,0.196,1,26.1
V0373,Chennai,Nhava Sheva,PIL,Container,8,5000,800,3,0,22.03,19.85,2.18,0.361,0.313,0.854,0.99,0,48,14,48,4632.27,0.4859,1,1.0
V0374,Shanghai,Dubai,COSCO Shipping,Container,9,10000,6200,12,1,19.4,17.02,2.38,0.262,0.763,0.853,0.643,0,48,18,72,4063.6,0.663,1,18.5
V0375,Colombo,Hamburg,Hapag-Lloyd,Container,4,24000,7800,11,0,14.79,14.01,0.78,0.399,0.725,0.944,0.81,0,72,15,72,4299.18,0.3461,0,0.0
V0376,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,5,10000,7800,8,0,19.66,19.18,0.48,0.27,0.738,0.904,0.552,1,48,13,72,2791.76,0.2914,0,0.0
V0377,Shanghai,Dubai,COSCO Shipping,Container,21,18000,6200,5,0,23.08,22.35,0.73,0.366,0.424,0.956,0.871,0,24,19,72,5050.94,0.411,0,0.0
V0378,Singapore,Rotterdam,Maersk,Container,8,5000,8400,3,0,17.96,17.47,0.5,0.359,0.562,0.877,0.736,0,72,2,96,4311.32,0.3435,0,0.0
V0379,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,9,18000,6200,9,0,16.96,15.4,1.56,0.123,0.745,0.945,0.637,0,24,7,48,4028.01,0.2576,0,0.0
V0380,Chennai,Nhava Sheva,PIL,Container,15,24000,800,9,0,15.43,13.9,1.53,0.541,0.214,0.862,0.888,1,24,13,24,3700.45,0.445,1,4.0
V0381,Hong Kong,Los Angeles,ONE,Tanker,15,5000,7250,12,1,15.51,11.72,3.8,0.357,0.444,0.878,0.915,0,48,4,48,5165.83,0.6345,1,19.9
V0382,Colombo,Hamburg,Hapag-Lloyd,Container,16,2000,7800,7,0,18.33,18.6,-0.27,0.199,0.569,0.874,0.6,0,24,6,72,4701.44,0.2475,0,0.0
V0383,Port Klang,Felixstowe,Evergreen,Container,14,10000,8100,8,0,19.96,18.27,1.69,0.357,0.734,0.931,0.568,0,24,18,24,4529.6,0.4766,1,3.6
V0384,Port Klang,Felixstowe,Evergreen,Bulk Carrier,8,2000,8100,5,0,14.81,13.6,1.21,0.391,0.797,0.941,0.7,0,24,19,72,5310.16,0.6185,1,38.9
V0385,Chennai,Nhava Sheva,PIL,Container,18,18000,800,5,0,23.4,25.16,-1.77,0.373,0.261,0.838,0.832,0,24,15,48,5384.33,0.1205,0,0.0
V0386,Mumbai,Jebel Ali,MSC,Bulk Carrier,10,24000,1100,5,0,21.55,19.71,1.84,0.463,0.13,0.905,0.907,0,48,3,96,4465.19,0.2261,0,0.0
V0387,Busan,Long Beach,HMM,Container,20,10000,5500,2,1,19.87,17.04,2.83,0.307,0.512,0.789,0.796,0,24,17,72,3248.84,0.6836,1,19.1
V0388,Shanghai,Dubai,COSCO Shipping,Container,6,5000,6200,3,0,22.28,20.69,1.59,0.163,0.509,0.867,0.811,0,48,16,72,5352.66,0.297,0,0.0
V0389,Shanghai,Dubai,COSCO Shipping,Tanker,12,10000,6200,8,0,14.8,14.39,0.41,0.113,0.498,0.875,0.91,0,24,13,96,4735.39,0.2086,1,15.5
V0390,Mumbai,Jebel Ali,MSC,Tanker,2,18000,1100,6,0,18.77,19.14,-0.37,0.292,0.159,0.999,0.788,0,48,8,96,5101.69,0.0826,0,0.0
V0391,Mumbai,Jebel Ali,MSC,Bulk Carrier,7,2000,1100,9,0,20.3,20.85,-0.55,0.391,0.519,0.962,0.825,0,24,14,48,4298.52,0.2139,0,0.0
V0392,Chennai,Nhava Sheva,PIL,Container,16,10000,800,7,0,22.29,24.75,-2.47,0.212,0.166,0.854,0.782,0,24,4,96,4825.32,0.1313,0,0.0
V0393,Chennai,Nhava Sheva,PIL,Bulk Carrier,3,18000,800,6,0,21.83,18.93,2.91,0.176,0.302,0.951,0.946,0,24,7,24,4749.85,0.364,1,10.4
V0394,Mumbai,Jebel Ali,MSC,Container,13,18000,1100,11,0,16.77,17.24,-0.47,0.178,0.151,0.865,0.656,0,48,10,72,3072.14,0.0848,0,0.0
V0395,Colombo,Hamburg,Hapag-Lloyd,Container,3,5000,7800,4,0,23.41,22.32,1.09,0.422,0.621,0.926,0.669,0,48,15,48,4643.7,0.267,0,0.0
V0396,Chennai,Nhava Sheva,PIL,Ro-Ro,18,18000,800,7,0,15.24,12.2,3.05,0.287,0.551,0.845,0.608,0,48,16,48,3378.54,0.6577,1,3.4
V0397,Hong Kong,Los Angeles,ONE,Container,11,2000,7250,4,0,22.75,20.84,1.91,0.27,0.638,0.872,0.919,0,72,8,72,4891.14,0.5669,1,96.0
V0398,Chennai,Nhava Sheva,PIL,Ro-Ro,8,5000,800,7,0,23.71,22.49,1.22,0.1,0.238,0.934,0.735,0,72,2,72,3755.19,0.1104,0,0.0
V0399,Shanghai,Dubai,COSCO Shipping,Container,6,24000,6200,5,0,15.77,17.09,-1.32,0.507,0.548,1.02,0.707,1,48,17,48,3988.85,0.3577,1,3.6
V0400,Chennai,Nhava Sheva,PIL,Container,1,18000,800,2,1,21.22,22.11,-0.89,0.457,0.342,0.933,0.992,1,12,6,24,5156.15,0.1967,0,0.0
V0401,Colombo,Hamburg,Hapag-Lloyd,Container,1,2000,7800,7,0,14.4,14.32,0.09,0.373,0.667,1.038,0.967,0,48,16,96,5753.94,0.2199,0,0.0
V0402,Mumbai,Jebel Ali,MSC,Tanker,8,5000,1100,8,0,18.05,19.54,-1.48,0.271,0.224,0.923,0.987,0,12,2,48,5137.2,0.0602,0,0.0
V0403,Shanghai,Dubai,COSCO Shipping,Bulk Carrier,5,5000,6200,10,0,19.16,16.86,2.3,0.124,0.159,1.1,0.614,0,48,18,24,3821.92,0.1472,0,0.0
V0404,Chennai,Nhava Sheva,PIL,Tanker,16,5000,800,11,0,19.81,16.21,3.6,0.213,0.258,0.823,0.951,0,24,11,72,4675.03,0.4326,1,1.0
V0405,Colombo,Hamburg,Hapag-Lloyd,Bulk Carrier,11,5000,7800,2,1,23.36,19.79,3.57,0.282,0.756,0.946,0.698,0,72,12,48,4605.42,0.7031,1,11.4
V0406,Hong Kong,Los Angeles,ONE,Bulk Carrier,5,2000,7250,6,0,20.72,19.4,1.32,0.494,0.817,0.951,0.556,0,72,5,72,3269.25,0.2291,1,9.9
V0407,Chennai,Nhava Sheva,PIL,Tanker,4,10000,800,4,0,18.81,18.73,0.08,0.362,0.301,0.849,0.726,0,48,2,48,4550.64,0.2592,0,0.0
V0408,Colombo,Hamburg,Hapag-Lloyd,Container,6,18000,7800,5,0,22.1,21.74,0.35,0.4,0.813,0.898,0.779,0,48,18,48,4823.73,0.144,0,0.0
V0409,Hong Kong,Los Angeles,ONE,Container,14,18000,7250,1,1,23.51,23.61,-0.11,0.475,0.185,0.93,0.599,0,48,6,96,4284.61,0.2853,1,24.1
V0410,Mumbai,Jebel Ali,MSC,Container,19,18000,1100,6,0,14.22,10.71,3.51,0.439,0.547,0.775,0.792,0,24,1,96,3824.48,0.6147,0,0.0
V0411,Chennai,Nhava Sheva,PIL,Ro-Ro,9,2000,800,12,1,23.83,24.68,-0.85,0.324,0.036,0.732,0.919,0,72,9,96,4477.6,0.0678,0,0.0
V0412,Hong Kong,Los Angeles,ONE,Ro-Ro,12,24000,7250,12,1,14.86,14.37,0.5,0.16,0.43,0.877,0.72,0,48,15,72,4930.81,0.2498,0,0.0
V0413,Shanghai,Dubai,COSCO Shipping,Container,11,18000,6200,11,0,22.14,22.54,-0.4,0.392,0.545,0.803,0.709,0,24,8,24,4667.33,0.2973,0,0.0
V0414,Mumbai,Jebel Ali,MSC,Bulk Carrier,14,18000,1100,8,0,16.8,13.39,3.42,0.233,0.289,0.871,0.702,0,48,14,48,3582.97,0.3591,0,0.0
V0415,Shanghai,Dubai,COSCO Shipping,Ro-Ro,16,18000,6200,2,1,15.32,15.38,-0.05,0.602,0.296,0.964,0.965,0,24,4,72,4678.53,0.2569,0,0.0
V0416,Port Klang,Felixstowe,Evergreen,Container,1,24000,8100,1,1,18.4,16.87,1.53,0.322,0.874,1.052,0.572,0,24,7,48,3569.68,0.3328,0,0.0
V0417,Singapore,Rotterdam,Maersk,Bulk Carrier,13,10000,8400,9,0,20.44,18.41,2.03,0.33,0.363,0.993,0.75,0,48,8,24,4715.22,0.3692,0,0.0
V0418,Chennai,Nhava Sheva,PIL,Ro-Ro,21,5000,800,2,1,17.81,17.94,-0.13,0.176,0.138,0.745,0.669,0,48,10,48,3100.16,0.0995,0,0.0
V0419,Hong Kong,Los Angeles,ONE,Container,21,18000,7250,8,0,14.55,14.33,0.22,0.451,0.573,0.779,0.952,1,48,18,48,4994.97,0.6505,0,0.0
V0420,Singapore,Rotterdam,Maersk,Bulk Carrier,13,18000,8400,5,0,19.99,18.69,1.31,0.685,0.426,0.786,0.593,0,48,18,24,4401.12,0.3807,1,52.9
V0421,Singapore,Rotterdam,Maersk,Container,2,18000,8400,2,1,23.02,22.77,0.26,0.277,0.361,0.925,0.735,0,24,19,48,4593.48,0.2038,0,0.0
V0422,Hong Kong,Los Angeles,ONE,Ro-Ro,4,10000,7250,5,0,17.83,15.68,2.15,0.181,0.42,0.886,0.733,0,48,4,96,5439.78,0.3914,0,0.0
V0423,Mumbai,Jebel Ali,MSC,Ro-Ro,6,2000,1100,9,0,16.16,17.12,-0.96,0.137,0.177,0.835,0.95,0,24,13,48,4797.08,0.0809,0,0.0
V0424,Chennai,Nhava Sheva,PIL,Ro-Ro,5,10000,800,6,0,18.43,18.1,0.33,0.07,0.089,1.059,0.647,0,72,6,72,3419.58,0.0336,1,2.4
V0425,Port Klang,Felixstowe,Evergreen,Container,3,24000,8100,3,0,14.48,15.53,-1.05,0.593,0.486,0.803,0.84,0,12,13,48,4878.62,0.2706,0,0.0
V0426,Shanghai,Dubai,COSCO Shipping,Tanker,1,10000,6200,12,1,22.2,21.44,0.76,0.221,0.217,1.1,0.61,0,24,16,96,4551.94,0.127,0,0.0
V0427,Colombo,Hamburg,Hapag-Lloyd,Tanker,4,10000,7800,8,0,22.26,21.14,1.13,0.677,0.617,1.06,0.979,0,72,10,72,5681.27,0.4077,0,0.0
V0428,Shanghai,Dubai,COSCO Shipping,Container,20,5000,6200,1,1,19.88,17.08,2.8,0.415,0.662,0.84,0.817,0,72,9,24,4726.82,0.8589,1,7.4
V0429,Colombo,Hamburg,Hapag-Lloyd,Tanker,2,10000,7800,9,0,17.53,18.56,-1.03,0.523,0.64,0.891,0.832,0,72,7,24,4618.95,0.2462,1,41.9
V0430,Shanghai,Dubai,COSCO Shipping,Container,5,24000,6200,9,0,22.0,21.06,0.94,0.474,0.42,0.823,0.745,0,12,17,72,4659.79,0.3159,1,36.0
V0431,Hong Kong,Los Angeles,ONE,Bulk Carrier,3,18000,7250,4,0,19.55,20.3,-0.75,0.326,0.829,0.926,0.704,0,48,7,24,4225.2,0.1855,0,0.0
V0432,Port Klang,Felixstowe,Evergreen,Container,9,18000,8100,8,0,22.26,21.45,0.81,0.389,0.599,0.96,0.646,0,48,2,48,3715.88,0.2763,0,0.0
V0433,Chennai,Nhava Sheva,PIL,Container,20,10000,800,11,0,20.31,17.54,2.78,0.487,0.348,0.8,0.822,0,72,19,48,4180.7,0.7073,1,1.0
V0434,Colombo,Hamburg,Hapag-Lloyd,Container,6,18000,7800,11,0,21.84,20.93,0.92,0.405,0.355,0.857,0.98,0,12,1,24,6196.01,0.2397,0,0.0
V0435,Chennai,Nhava Sheva,PIL,Bulk Carrier,18,5000,800,3,0,19.99,17.53,2.45,0.188,0.17,0.912,0.712,0,24,2,48,4479.6,0.3446,0,0.0
V0436,Chennai,Nhava Sheva,PIL,Container,6,18000,800,6,0,18.14,17.33,0.81,0.549,0.051,1.075,0.947,0,48,5,48,4951.02,0.2314,0,0.0
V0437,Chennai,Nhava Sheva,PIL,Bulk Carrier,19,10000,800,10,0,23.58,20.41,3.17,0.144,0.326,0.792,0.617,0,24,18,24,2905.46,0.6263,0,0.0
V0438,Busan,Long Beach,HMM,Container,12,10000,5500,10,0,19.41,19.02,0.39,0.287,0.729,0.889,0.971,0,48,6,72,5744.63,0.2069,0,0.0
V0439,Mumbai,Jebel Ali,MSC,Container,11,18000,1100,8,0,20.05,18.77,1.28,0.174,0.317,0.769,0.708,0,72,6,96,3600.39,0.1828,1,2.2
V0440,Shanghai,Dubai,COSCO Shipping,Container,2,24000,6200,11,0,16.2,15.96,0.25,0.163,0.508,0.947,0.721,0,48,16,48,4376.54,0.1972,0,0.0
V0441,Chennai,Nhava Sheva,PIL,Tanker,15,2000,800,9,0,20.26,19.39,0.87,0.104,0.175,0.891,0.758,0,48,16,24,3886.35,0.2713,0,0.0
V0442,Shanghai,Dubai,COSCO Shipping,Container,12,18000,6200,8,0,19.72,20.38,-0.66,0.519,0.46,0.908,0.873,0,72,3,96,5340.74,0.2404,0,0.0
V0443,Chennai,Nhava Sheva,PIL,Bulk Carrier,12,5000,800,9,0,15.85,14.67,1.17,0.141,0.073,0.839,0.874,0,24,3,72,4762.8,0.1537,0,0.0
V0444,Colombo,Hamburg,Hapag-Lloyd,Tanker,9,10000,7800,4,0,14.6,13.21,1.39,0.247,0.676,0.888,0.766,0,24,4,96,4740.36,0.3665,0,0.0
V0445,Mumbai,Jebel Ali,MSC,Bulk Carrier,21,2000,1100,10,0,20.04,14.77,5.27,0.371,0.217,0.754,0.785,0,48,6,48,5818.08,0.772,0,0.0
V0446,Mumbai,Jebel Ali,MSC,Container,2,10000,1100,1,1,21.64,20.73,0.9,0.267,0.25,0.958,0.564,0,12,3,48,3408.81,0.1435,0,0.0
V0447,Hong Kong,Los Angeles,ONE,Container,3,10000,7250,7,0,19.23,18.37,0.87,0.259,0.75,1.004,0.687,0,12,9,96,3265.04,0.3631,1,17.5
V0448,Busan,Long Beach,HMM,Tanker,12,2000,5500,11,0,16.27,14.72,1.55,0.173,0.132,0.723,0.706,0,24,3,48,4015.11,0.1067,0,0.0
V0449,Hong Kong,Los Angeles,ONE,Container,16,10000,7250,12,1,20.67,20.19,0.47,0.47,0.622,0.834,0.801,0,72,6,72,4867.44,0.4224,0,0.0
